Sl. No,HHID,Environment,Use,Access,Capacity,Resource,wpi_add,wpi_pca,Statename
245981,62016208,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Maharashtra
245982,62016208,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Maharashtra
245983,62016208,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
245991,62016210,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
245992,62016210,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
245993,62016210,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
245994,62016210,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
245995,62016210,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Maharashtra
245996,62016210,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
245997,62015101,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
245998,62015101,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
245999,62015101,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246003,62015201,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246004,62015201,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246005,62015201,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246006,62015201,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246007,62015202,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246008,62015202,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246011,62015202,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Maharashtra
246012,62015202,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Maharashtra
246018,62015204,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Maharashtra
246019,62015204,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246020,62015204,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246021,62015204,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Maharashtra
246022,62015205,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
246023,62015205,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
246024,62015205,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246025,62015205,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246032,62015207,0.8,0.4,0.595,0.665,0.598,0.6116,0.5918,Maharashtra
246033,62015207,0.8,0.4,0.595,0.665,0.598,0.6116,0.5918,Maharashtra
246034,62015207,0.8,0.4,0.595,0.495,0.598,0.5776,0.5578,Maharashtra
246035,62015207,0.8,0.4,0.595,0.165,0.598,0.5116,0.4918,Maharashtra
246036,62015207,0.8,0.4,0.595,0.165,0.598,0.5116,0.4918,Maharashtra
246037,62015208,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246038,62015208,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246039,62015208,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246040,62015208,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246041,62015208,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246042,62015209,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
246043,62015209,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246044,62015210,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246045,62015210,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246046,62015210,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246047,62015210,0.8,0.4,0.595,0.665,0.298,0.5516,0.5618,Maharashtra
246048,62015210,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
246049,62015210,0.8,0.4,0.595,0.165,0.298,0.4516,0.4618,Maharashtra
246129,62013204,0.866,0.466,0.595,0.33,0.298,0.511,0.5278,Maharashtra
246130,62013204,0.866,0.466,0.595,0.5,0.298,0.545,0.5618,Maharashtra
246196,62011205,0.8,0.4,0.595,0.165,0.7,0.532,0.502,Maharashtra
246197,62011205,0.8,0.4,0.595,0.495,0.7,0.598,0.568,Maharashtra
246198,62011205,0.8,0.4,0.595,0.665,0.7,0.632,0.602,Maharashtra
246212,62011208,0.932,0.4,0.595,0,0.7,0.5254,0.4954,Maharashtra
246213,62011208,0.932,0.4,0.595,0,0.7,0.5254,0.4954,Maharashtra
246229,62012201,0.866,0.6,0.595,0.165,0.298,0.5048,0.535,Maharashtra
246230,62012201,0.866,0.6,0.595,0.165,0.298,0.5048,0.535,Maharashtra
246231,62012201,0.866,0.6,0.595,0.665,0.298,0.6048,0.635,Maharashtra
246232,62012201,0.866,0.6,0.595,0.165,0.298,0.5048,0.535,Maharashtra
246233,62012201,0.866,0.6,0.595,0.495,0.298,0.5708,0.601,Maharashtra
246234,62012201,0.866,0.6,0.595,0.165,0.298,0.5048,0.535,Maharashtra
246253,62012206,0.866,0.6,0.595,0.665,0.298,0.6048,0.635,Maharashtra
246254,62012206,0.866,0.6,0.595,0.665,0.298,0.6048,0.635,Maharashtra
246257,62012207,0.866,0.466,0.595,0.665,0.298,0.578,0.5948,Maharashtra
246258,62012207,0.866,0.466,0.595,0.165,0.298,0.478,0.4948,Maharashtra
246259,62012207,0.866,0.466,0.595,0.665,0.298,0.578,0.5948,Maharashtra
246260,62012207,0.866,0.466,0.595,0.665,0.298,0.578,0.5948,Maharashtra
246277,62018102,0.2,0.8,0.595,0.665,0.298,0.5116,0.5618,Maharashtra
246345,62019202,0.866,0.4,0.496,0.665,0.598,0.605,0.5852,Maharashtra
246346,62019202,0.866,0.4,0.496,0.665,0.598,0.605,0.5852,Maharashtra
246347,62019202,0.866,0.4,0.496,0.665,0.598,0.605,0.5852,Maharashtra
246348,62019202,0.866,0.4,0.496,0.665,0.598,0.605,0.5852,Maharashtra
246349,62019202,0.866,0.4,0.496,0.665,0.598,0.605,0.5852,Maharashtra
246501,62027207,0.332,0.466,0.595,0.495,0.531,0.4838,0.4773,Maharashtra
246502,62027207,0.332,0.466,0.595,0.165,0.531,0.4178,0.4113,Maharashtra
246503,62027207,0.332,0.466,0.595,0.665,0.531,0.5178,0.5113,Maharashtra
246504,62027207,0.332,0.466,0.595,0.665,0.531,0.5178,0.5113,Maharashtra
246505,62027207,0.332,0.466,0.595,0.665,0.531,0.5178,0.5113,Maharashtra
246506,62027207,0.332,0.466,0.595,0.665,0.531,0.5178,0.5113,Maharashtra
246507,62027207,0.332,0.466,0.595,0.665,0.531,0.5178,0.5113,Maharashtra
246508,62027207,0.332,0.466,0.595,0.165,0.531,0.4178,0.4113,Maharashtra
246545,62026202,0.932,0.4,0.595,0.165,0.231,0.4646,0.4815,Maharashtra
246546,62026202,0.932,0.4,0.595,0.165,0.231,0.4646,0.4815,Maharashtra
246547,62026202,0.932,0.4,0.595,0.495,0.231,0.5306,0.5475,Maharashtra
246548,62026202,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246549,62026202,0.932,0.4,0.595,0.165,0.231,0.4646,0.4815,Maharashtra
246550,62026202,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246551,62026202,0.932,0.4,0.595,0.495,0.231,0.5306,0.5475,Maharashtra
246560,62026205,0.8,0.4,0.595,0.495,0.231,0.5042,0.5211,Maharashtra
246561,62026205,0.8,0.4,0.595,0.495,0.231,0.5042,0.5211,Maharashtra
246562,62026205,0.8,0.4,0.595,0.665,0.231,0.5382,0.5551,Maharashtra
246563,62026206,0.8,0.4,0.595,0.165,0.231,0.4382,0.4551,Maharashtra
246564,62026206,0.8,0.4,0.595,0.495,0.231,0.5042,0.5211,Maharashtra
246565,62026206,0.8,0.4,0.595,0.495,0.231,0.5042,0.5211,Maharashtra
246566,62026206,0.8,0.4,0.595,0.495,0.231,0.5042,0.5211,Maharashtra
246567,62026206,0.8,0.4,0.595,0.495,0.231,0.5042,0.5211,Maharashtra
246568,62026206,0.8,0.4,0.595,0.495,0.231,0.5042,0.5211,Maharashtra
246569,62026207,0.798,0.4,0.595,0.665,0.231,0.5378,0.5547,Maharashtra
246570,62026207,0.798,0.4,0.595,0.495,0.231,0.5038,0.5207,Maharashtra
246571,62026207,0.798,0.4,0.595,0.665,0.231,0.5378,0.5547,Maharashtra
246572,62026208,0.932,0.4,0.595,0.165,0.231,0.4646,0.4815,Maharashtra
246573,62026208,0.932,0.4,0.595,0.495,0.231,0.5306,0.5475,Maharashtra
246574,62026208,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246575,62026208,0.932,0.4,0.595,0.495,0.231,0.5306,0.5475,Maharashtra
246576,62026208,0.932,0.4,0.595,0.495,0.231,0.5306,0.5475,Maharashtra
246578,62026208,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246579,62026208,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246580,62026209,0.666,0.4,0.595,0.165,0.231,0.4114,0.4283,Maharashtra
246581,62026209,0.666,0.4,0.595,0.495,0.231,0.4774,0.4943,Maharashtra
246582,62026209,0.666,0.4,0.595,0.665,0.231,0.5114,0.5283,Maharashtra
246583,62026209,0.666,0.4,0.595,0.495,0.231,0.4774,0.4943,Maharashtra
246586,62026209,0.666,0.4,0.595,0.665,0.231,0.5114,0.5283,Maharashtra
246587,62026210,0.932,0.4,0.595,0.165,0.231,0.4646,0.4815,Maharashtra
246588,62026210,0.932,0.4,0.595,0.165,0.231,0.4646,0.4815,Maharashtra
246589,62026210,0.932,0.4,0.595,0.495,0.231,0.5306,0.5475,Maharashtra
246590,62026210,0.932,0.4,0.595,0.495,0.231,0.5306,0.5475,Maharashtra
246591,62026210,0.932,0.4,0.595,0.165,0.231,0.4646,0.4815,Maharashtra
246593,62026210,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246594,62026210,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246596,62026210,0.932,0.4,0.595,0.665,0.231,0.5646,0.5815,Maharashtra
246602,62025201,0.866,0.4,0.595,0.495,0.298,0.5308,0.541,Maharashtra
246603,62025201,0.866,0.4,0.595,0.165,0.298,0.4648,0.475,Maharashtra
246604,62025201,0.866,0.4,0.595,0.665,0.298,0.5648,0.575,Maharashtra
246605,62025201,0.866,0.4,0.595,0.665,0.298,0.5648,0.575,Maharashtra
246712,62023201,0.932,0.4,0.595,0.33,1,0.6514,0.5914,Maharashtra
247004,62087203,0.266,0.866,0.799,0.495,1,0.6852,0.6718,Maharashtra
247005,62087203,0.266,0.866,0.799,0.165,1,0.6192,0.6058,Maharashtra
247006,62087203,0.266,0.866,0.799,0.495,1,0.6852,0.6718,Maharashtra
247166,62083101,0.932,0.866,0.595,0.33,1,0.7446,0.7312,Maharashtra
247167,62083102,0.932,0.8,0.595,0.33,1,0.7314,0.7114,Maharashtra
247168,62083201,0.932,0.8,0.595,0.33,1,0.7314,0.7114,Maharashtra
247169,62083201,0.932,0.8,0.595,0.5,1,0.7654,0.7454,Maharashtra
247170,62083201,0.932,0.8,0.595,0.5,1,0.7654,0.7454,Maharashtra
247171,62083202,0.932,0.866,0.595,0.33,1,0.7446,0.7312,Maharashtra
247172,62083202,0.932,0.866,0.595,0.5,1,0.7786,0.7652,Maharashtra
247173,62083202,0.932,0.866,0.595,0.5,1,0.7786,0.7652,Maharashtra
247174,62083202,0.932,0.866,0.595,0.5,1,0.7786,0.7652,Maharashtra
247175,62083203,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Maharashtra
247176,62083203,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Maharashtra
247177,62083203,0.932,0.8,0.595,0.665,1,0.7984,0.7784,Maharashtra
247178,62083203,0.932,0.8,0.595,0.665,1,0.7984,0.7784,Maharashtra
247179,62083203,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Maharashtra
247180,62083203,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Maharashtra
247222,62081202,0.8,0.864,0.595,0.165,0.598,0.6044,0.631,Maharashtra
247223,62081202,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247224,62081202,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247225,62081203,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247226,62081203,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247227,62081203,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247228,62081203,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247232,62081205,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247233,62081205,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247234,62081205,0.8,0.864,0.595,0.495,0.598,0.6704,0.697,Maharashtra
247235,62081206,0.8,1,0.595,0.165,0.598,0.6316,0.6718,Maharashtra
247236,62081206,0.8,1,0.595,0.495,0.598,0.6976,0.7378,Maharashtra
247237,62081206,0.8,1,0.595,0.665,0.598,0.7316,0.7718,Maharashtra
247238,62081206,0.8,1,0.595,0.665,0.598,0.7316,0.7718,Maharashtra
247241,62081208,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247242,62081208,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247243,62081208,0.8,0.864,0.595,0.665,0.598,0.7044,0.731,Maharashtra
247244,62081208,0.8,0.864,0.595,0.495,0.598,0.6704,0.697,Maharashtra
247245,62081208,0.8,0.864,0.595,0.165,0.598,0.6044,0.631,Maharashtra
247246,62081208,0.8,0.864,0.595,0.165,0.598,0.6044,0.631,Maharashtra
247346,62088203,0.732,0.73,0.595,0.495,1,0.7104,0.6834,Maharashtra
247347,62088203,0.732,0.73,0.595,0.665,1,0.7444,0.7174,Maharashtra
247348,62088203,0.732,0.73,0.595,0.665,1,0.7444,0.7174,Maharashtra
247498,62080209,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Maharashtra
247499,62080209,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Maharashtra
247500,62080209,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Maharashtra
247501,62080209,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Maharashtra
247515,62097102,0.932,1,0.595,0.33,1,0.7714,0.7714,Maharashtra
247516,62097102,0.932,1,0.595,0.665,1,0.8384,0.8384,Maharashtra
247517,62097102,0.932,1,0.595,0.495,1,0.8044,0.8044,Maharashtra
247518,62097102,0.932,1,0.595,0.665,1,0.8384,0.8384,Maharashtra
247519,62097102,0.932,1,0.595,0.495,1,0.8044,0.8044,Maharashtra
247520,62097102,0.932,1,0.595,0.665,1,0.8384,0.8384,Maharashtra
247521,62097201,0.866,0.73,0.595,0.495,1,0.7372,0.7102,Maharashtra
247522,62097201,0.866,0.73,0.595,0.165,1,0.6712,0.6442,Maharashtra
247523,62097201,0.866,0.73,0.595,0.495,1,0.7372,0.7102,Maharashtra
247524,62097201,0.866,0.73,0.595,0.495,1,0.7372,0.7102,Maharashtra
247525,62097201,0.866,0.73,0.595,0.495,1,0.7372,0.7102,Maharashtra
247530,62097203,0.932,1,0.595,0.665,1,0.8384,0.8384,Maharashtra
247531,62097203,0.932,1,0.595,0.495,1,0.8044,0.8044,Maharashtra
247532,62097203,0.932,1,0.595,0.665,1,0.8384,0.8384,Maharashtra
247533,62097203,0.932,1,0.595,0.495,1,0.8044,0.8044,Maharashtra
247534,62097203,0.932,1,0.595,0.495,1,0.8044,0.8044,Maharashtra
247535,62097204,0.266,0.866,0.595,0.495,1,0.6444,0.631,Maharashtra
247536,62097204,0.266,0.866,0.595,0.165,1,0.5784,0.565,Maharashtra
247537,62097204,0.266,0.866,0.595,0.665,1,0.6784,0.665,Maharashtra
247543,62097206,0.266,0.866,0.595,0.33,1,0.6114,0.598,Maharashtra
247544,62097206,0.266,0.866,0.595,0.5,1,0.6454,0.632,Maharashtra
247545,62097207,0.266,0.866,0.595,0.165,1,0.5784,0.565,Maharashtra
247546,62097207,0.266,0.866,0.595,0.165,1,0.5784,0.565,Maharashtra
247547,62097207,0.266,0.866,0.595,0.495,1,0.6444,0.631,Maharashtra
247548,62097208,0.732,0.732,0.595,0.665,1,0.7448,0.718,Maharashtra
247549,62097208,0.732,0.732,0.595,0.495,1,0.7108,0.684,Maharashtra
247550,62097208,0.732,0.732,0.595,0.665,1,0.7448,0.718,Maharashtra
247551,62097208,0.732,0.732,0.595,0.665,1,0.7448,0.718,Maharashtra
247552,62097209,0.932,0.598,0.595,0.495,1,0.724,0.6838,Maharashtra
247553,62097209,0.932,0.598,0.595,0.495,1,0.724,0.6838,Maharashtra
247554,62097209,0.932,0.598,0.595,0.665,1,0.758,0.7178,Maharashtra
247555,62097209,0.932,0.598,0.595,0.665,1,0.758,0.7178,Maharashtra
247556,62097210,0.866,0.866,0.496,0.165,1,0.6786,0.6652,Maharashtra
247557,62097210,0.866,0.866,0.496,0.165,1,0.6786,0.6652,Maharashtra
247558,62097210,0.866,0.866,0.496,0.665,1,0.7786,0.7652,Maharashtra
247559,62097210,0.866,0.866,0.496,0.665,1,0.7786,0.7652,Maharashtra
247560,62097210,0.866,0.866,0.496,0.665,1,0.7786,0.7652,Maharashtra
247561,62097210,0.866,0.866,0.496,0.495,1,0.7446,0.7312,Maharashtra
247562,62097210,0.866,0.866,0.496,0.165,1,0.6786,0.6652,Maharashtra
247771,62091102,0.8,0.8,0.595,0.665,1,0.772,0.752,Maharashtra
247772,62091102,0.8,0.8,0.595,0.495,1,0.738,0.718,Maharashtra
247773,62091102,0.8,0.8,0.595,0.665,1,0.772,0.752,Maharashtra
247774,62091102,0.8,0.8,0.595,0.665,1,0.772,0.752,Maharashtra
247775,62091102,0.8,0.8,0.595,0.665,1,0.772,0.752,Maharashtra
248074,62007101,0.732,0.866,0.697,0.165,0.199,0.5318,0.5985,Maharashtra
248075,62007101,0.732,0.866,0.697,0.165,0.199,0.5318,0.5985,Maharashtra
248108,62007208,0.732,0.866,0.595,0.665,0.199,0.6114,0.6781,Maharashtra
248109,62007208,0.732,0.866,0.595,0.165,0.199,0.5114,0.5781,Maharashtra
248110,62007208,0.732,0.866,0.595,0.665,0.199,0.6114,0.6781,Maharashtra
248111,62007208,0.732,0.866,0.595,0.495,0.199,0.5774,0.6441,Maharashtra
248122,68676101,0.932,0.8,0.595,0.165,1,0.6984,0.6784,Andhra Pradesh
248123,68676101,0.932,0.8,0.595,0.165,1,0.6984,0.6784,Andhra Pradesh
248124,68676102,0.332,0.8,0.595,0.665,1,0.6784,0.6584,Andhra Pradesh
248125,68676102,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
248126,68676102,0.332,0.8,0.595,0.495,1,0.6444,0.6244,Andhra Pradesh
248127,68676102,0.332,0.8,0.595,0.495,1,0.6444,0.6244,Andhra Pradesh
248128,68676102,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
248129,68676201,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
248130,68676201,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
248131,68676201,0.332,0.8,0.595,0.495,1,0.6444,0.6244,Andhra Pradesh
248132,68676201,0.332,0.8,0.595,0.495,1,0.6444,0.6244,Andhra Pradesh
248133,68676201,0.332,0.8,0.595,0.665,1,0.6784,0.6584,Andhra Pradesh
248134,68676201,0.332,0.8,0.595,0.665,1,0.6784,0.6584,Andhra Pradesh
248143,68676204,0.932,0.866,0.595,0.495,1,0.7776,0.7642,Andhra Pradesh
248144,68676204,0.932,0.866,0.595,0.495,1,0.7776,0.7642,Andhra Pradesh
248145,68676204,0.932,0.866,0.595,0.165,1,0.7116,0.6982,Andhra Pradesh
248146,68676204,0.932,0.866,0.595,0.165,1,0.7116,0.6982,Andhra Pradesh
248147,68676205,0.198,0.8,0.595,0.665,1,0.6516,0.6316,Andhra Pradesh
248148,68676205,0.198,0.8,0.595,0.495,1,0.6176,0.5976,Andhra Pradesh
248149,68676205,0.198,0.8,0.595,0.495,1,0.6176,0.5976,Andhra Pradesh
248150,68676205,0.198,0.8,0.595,0.495,1,0.6176,0.5976,Andhra Pradesh
248225,68674207,0.266,0.8,0.595,0.165,0.598,0.4848,0.505,Andhra Pradesh
248226,68674207,0.266,0.8,0.595,0.165,0.598,0.4848,0.505,Andhra Pradesh
248235,68674210,0.2,0.8,0.595,0.495,0.598,0.5376,0.5578,Andhra Pradesh
248236,68674210,0.2,0.8,0.595,0.495,0.598,0.5376,0.5578,Andhra Pradesh
248237,68674210,0.2,0.8,0.595,0.165,0.598,0.4716,0.4918,Andhra Pradesh
248239,68673101,0.932,0.866,0.397,0,1,0.639,0.6256,Andhra Pradesh
248242,68673201,0.932,0.866,0.397,0.495,1,0.738,0.7246,Andhra Pradesh
248243,68673201,0.932,0.866,0.397,0.665,1,0.772,0.7586,Andhra Pradesh
248244,68673201,0.932,0.866,0.397,0.165,1,0.672,0.6586,Andhra Pradesh
248245,68673201,0.932,0.866,0.397,0.165,1,0.672,0.6586,Andhra Pradesh
248251,68673203,0.798,0.866,0.397,0,1,0.6122,0.5988,Andhra Pradesh
248253,68673205,0.798,0.8,0.397,0,1,0.599,0.579,Andhra Pradesh
248254,68673206,0.932,0.8,0.397,0.165,1,0.6588,0.6388,Andhra Pradesh
248255,68673206,0.932,0.8,0.397,0.165,1,0.6588,0.6388,Andhra Pradesh
248256,68673207,0.932,0.866,0.397,0.495,1,0.738,0.7246,Andhra Pradesh
248257,68673207,0.932,0.866,0.397,0.495,1,0.738,0.7246,Andhra Pradesh
248258,68673207,0.932,0.866,0.397,0.165,1,0.672,0.6586,Andhra Pradesh
248259,68673207,0.932,0.866,0.397,0.495,1,0.738,0.7246,Andhra Pradesh
248260,68673208,0.932,0.866,0.397,0.165,1,0.672,0.6586,Andhra Pradesh
248261,68673208,0.932,0.866,0.397,0.165,1,0.672,0.6586,Andhra Pradesh
248262,68673208,0.932,0.866,0.397,0.495,1,0.738,0.7246,Andhra Pradesh
248263,68673208,0.932,0.866,0.397,0.495,1,0.738,0.7246,Andhra Pradesh
248264,68673208,0.932,0.866,0.397,0.495,1,0.738,0.7246,Andhra Pradesh
248413,68679201,0.132,0.866,0.595,0.665,1,0.6516,0.6382,Andhra Pradesh
248414,68679201,0.132,0.866,0.595,0.665,1,0.6516,0.6382,Andhra Pradesh
248415,68679201,0.132,0.866,0.595,0.165,1,0.5516,0.5382,Andhra Pradesh
248417,68679201,0.132,0.866,0.595,0.165,1,0.5516,0.5382,Andhra Pradesh
248418,68679202,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Andhra Pradesh
248419,68679202,0.932,0.8,0.595,0.495,1,0.7644,0.7444,Andhra Pradesh
248420,68679202,0.932,0.8,0.595,0.665,1,0.7984,0.7784,Andhra Pradesh
248421,68679202,0.932,0.8,0.595,0.665,1,0.7984,0.7784,Andhra Pradesh
248439,68679207,0.732,0.866,0.595,0.495,1,0.7376,0.7242,Andhra Pradesh
248440,68679207,0.732,0.866,0.595,0.165,1,0.6716,0.6582,Andhra Pradesh
248441,68679207,0.732,0.866,0.595,0.495,1,0.7376,0.7242,Andhra Pradesh
248442,68679207,0.732,0.866,0.595,0.495,1,0.7376,0.7242,Andhra Pradesh
248443,68679208,0.732,0.866,0.595,0.165,1,0.6716,0.6582,Andhra Pradesh
248444,68679208,0.732,0.866,0.595,0.165,1,0.6716,0.6582,Andhra Pradesh
248452,68679210,0.8,0.866,0.595,0.165,1,0.6852,0.6718,Andhra Pradesh
248454,68679210,0.8,0.866,0.595,0.495,1,0.7512,0.7378,Andhra Pradesh
248498,68667101,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248499,68667101,0.066,0.8,0.595,0.495,1,0.5912,0.5712,Andhra Pradesh
248500,68667101,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248504,68667201,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248505,68667201,0.066,0.8,0.595,0.665,1,0.6252,0.6052,Andhra Pradesh
248506,68667201,0.066,0.8,0.595,0.665,1,0.6252,0.6052,Andhra Pradesh
248507,68667202,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
248508,68667202,0.332,0.8,0.595,0.165,1,0.5784,0.5584,Andhra Pradesh
248509,68667202,0.332,0.8,0.595,0.665,1,0.6784,0.6584,Andhra Pradesh
248516,68667206,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248517,68667206,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248518,68667206,0.066,0.8,0.595,0.33,1,0.5582,0.5382,Andhra Pradesh
248519,68667206,0.066,0.8,0.595,0.495,1,0.5912,0.5712,Andhra Pradesh
248522,68667207,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248523,68667207,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248524,68667207,0.066,0.8,0.595,0.665,1,0.6252,0.6052,Andhra Pradesh
248530,68667210,0.066,0.8,0.595,0.165,1,0.5252,0.5052,Andhra Pradesh
248531,68667210,0.066,0.8,0.595,0.495,1,0.5912,0.5712,Andhra Pradesh
248532,68667210,0.066,0.8,0.595,0.665,1,0.6252,0.6052,Andhra Pradesh
248533,68667210,0.066,0.8,0.595,0.665,1,0.6252,0.6052,Andhra Pradesh
248538,68666102,0.2,0.866,0.595,0.165,1,0.5652,0.5518,Andhra Pradesh
248539,68666102,0.2,0.866,0.595,0.495,1,0.6312,0.6178,Andhra Pradesh
248540,68666102,0.2,0.866,0.595,0.495,1,0.6312,0.6178,Andhra Pradesh
248573,68665101,0.932,0.8,0.496,0.165,0.7,0.6186,0.6286,Andhra Pradesh
248574,68665101,0.932,0.8,0.496,0.665,0.7,0.7186,0.7286,Andhra Pradesh
248580,68665201,0.932,0.8,0.496,0.33,0.7,0.6516,0.6616,Andhra Pradesh
248581,68665201,0.932,0.8,0.496,0.66,0.7,0.7176,0.7276,Andhra Pradesh
248582,68665201,0.932,0.8,0.496,0.83,0.7,0.7516,0.7616,Andhra Pradesh
248583,68665201,0.932,0.8,0.496,0.83,0.7,0.7516,0.7616,Andhra Pradesh
248584,68665201,0.932,0.8,0.496,0.33,0.7,0.6516,0.6616,Andhra Pradesh
248586,68665201,0.932,0.8,0.496,0.33,0.7,0.6516,0.6616,Andhra Pradesh
248587,68665201,0.932,0.8,0.496,0.66,0.7,0.7176,0.7276,Andhra Pradesh
248589,68665201,0.932,0.8,0.496,0.66,0.7,0.7176,0.7276,Andhra Pradesh
248590,68665201,0.932,0.8,0.496,0.66,0.7,0.7176,0.7276,Andhra Pradesh
248591,68665201,0.932,0.8,0.496,0.66,0.7,0.7176,0.7276,Andhra Pradesh
248592,68665202,0.332,0.866,0.595,0.665,0.199,0.5314,0.5981,Andhra Pradesh
248593,68665202,0.332,0.866,0.595,0.665,0.199,0.5314,0.5981,Andhra Pradesh
248594,68665203,0.332,0.866,0.595,0.165,0.298,0.4512,0.508,Andhra Pradesh
248595,68665203,0.332,0.866,0.595,0.495,0.298,0.5172,0.574,Andhra Pradesh
248596,68665203,0.332,0.866,0.595,0.495,0.298,0.5172,0.574,Andhra Pradesh
248597,68665203,0.332,0.866,0.595,0.495,0.298,0.5172,0.574,Andhra Pradesh
